"","num_patches","max_area","pct_cover","mean_dis_w_0","mean_dis_no_0","median_dis","num_zeros","max_dis"
"856",4,0.428,0.698309720676013,0.0261144238212612,0.088583527209163,0,7052,0.294766195256809
"857",1,0.43,0.42957,0.0761933463708758,0.13336836403094,0.0255818495285396,4287,0.437999525671623
"858",2,0.43,0.290349845734062,0.138483964268042,0.194636632843348,0.0867274371820989,2885,0.660576865788581
"859",3,0.43,0.428878754423038,0.0629011641209003,0.11002477544324,0.0169162351383815,4283,0.400630784995865
"860",4,0.43,0.467449598821599,0.0512125537020048,0.0970854098616205,0.00964250388707637,4725,0.259822679102688
"861",1,0.432,0.317952,0.115259704701227,0.167845791031348,0.0849638853773196,3133,0.498023760782815
"862",2,0.432,0.287999009643753,0.207191733679758,0.292230936078644,0.179201751746148,2910,0.744983807759412
"863",3,0.432,0.493149986245394,0.0711072423930628,0.140030016528284,0.0023113967127105,4922,0.535055927840742
"864",4,0.432,0.542972443062104,0.0447708458081965,0.0974338320091328,0,5405,0.306601936287424
"865",1,0.434,0.121954,0.225372039381422,0.258128552721821,0.209349417726904,1269,0.738265290054441
"866",2,0.434,0.32178128005006,0.133265879199222,0.19540451495487,0.0793575953702737,3180,0.631314615380522
"867",3,0.434,0.394357803012117,0.101219660108859,0.166836426749396,0.0484098531838778,3933,0.583727773419935
"868",4,0.434,0.779520702749579,0.00880624806970298,0.0396320795216155,0,7778,0.146339720284136
"869",1,0.436,0.197503377349799,0.229135885898215,0.283759611019461,0.200418557128361,1925,0.8339310810024
"870",2,0.436,0.202170652541899,0.169526582738479,0.212465951545907,0.134087907544451,2021,0.568392595847249
"871",3,0.436,0.603060959216127,0.0265176340242243,0.0667278158636746,0,6026,0.292791850120076
"872",4,0.436,0.52473577800769,0.0950429397295067,0.198751442345267,0,5218,0.522669461057389
"873",1,0.438,0.00906323467625286,0.642571518060575,0.647622977283386,0.67618183678623,78,1.27811200560237
"874",2,0.438,0.268724734863072,0.204834845045474,0.278611051476434,0.178660249166019,2648,0.759698211338883
"875",3,0.438,0.44573224050186,0.0825393860767668,0.150591837396035,0.0171963993721197,4519,0.448534214137944
"876",4,0.438,0.428023792115667,0.0859385962203596,0.150163543981058,0.032819166440477,4277,0.429758721527664
"877",1,0.44,0.213070999395944,0.231617605477881,0.293001398453993,0.19368874230183,2095,0.735836659981028
"878",2,0.44,0.402658375487574,0.0889981388232351,0.147201685119476,0.0338607636413528,3954,0.577643266300714
"879",3,0.44,0.378546637336807,0.116444319260228,0.188390744637159,0.0517403571761941,3819,0.626180314870594
"880",4,0.44,0.50995352203036,0.0564192389900795,0.116328327814597,0,5150,0.431898807953969
"881",1,0.442,0.18873573945843,0.298454871346079,0.365037758495694,0.299789221350597,1824,0.881458268307606
"882",2,0.442,0.453712253222247,0.0926026269245144,0.171359413257799,0.0238209517060288,4596,0.515064819835892
"883",3,0.442,0.694068525353763,0.0322520467260986,0.10557134771227,0,6945,0.381983052837723
"884",4,0.442,0.432603555845983,0.076879529608724,0.135901590257599,0.0219555762198157,4343,0.523364103632584
"885",1,0.444,0.259903511900237,0.179960735448673,0.244080747929843,0.13446682128722,2627,0.691185018404446
"886",2,0.444,0.464849994609425,0.0884145346881188,0.167008943498524,0.0117430420887568,4706,0.541808570622071
"887",3,0.444,0.50512184006185,0.0517559491902643,0.104451966075206,0,5045,0.348540098162111
"888",4,0.444,0.681143965874376,0.0508361161848286,0.158121667759965,0,6785,0.515011691237453
"889",1,0.446,0.0132488604528356,0.543503248765322,0.550940951612085,0.567859492627468,135,1.15024237760497
"890",2,0.446,0.341626748850408,0.169794288456061,0.253386492249009,0.116400775890751,3299,0.635944978118241
"891",3,0.446,0.255232082144365,0.143051092330618,0.190734789774157,0.116282219210288,2500,0.553676144252106
"892",4,0.446,0.579305097321036,0.0433754452212999,0.10352134897685,0,5810,0.387609159989389
"893",1,0.448,0.151263368016114,0.226938943343898,0.267175586701081,0.204787467765128,1506,0.738068360688764
"894",2,0.448,0.30005963212328,0.181384218135307,0.257611444589273,0.14507720845713,2959,0.684542635805056
"895",3,0.448,0.431173657908087,0.0682631786779642,0.121464730743709,0.0190926477191112,4380,0.428694409467535
"896",4,0.448,0.536171081378358,0.0472744546992159,0.102148778520346,0,5372,0.361576273981736
"897",1,0.45,0.0963,0.307558513319004,0.339431092946699,0.306998180436688,939,0.850904336774344
"898",2,0.45,0.410519669363876,0.105380039780783,0.179798737042797,0.0381538375847296,4139,0.604936430936285
"899",3,0.45,0.40316023812008,0.0970778455984229,0.162120650631969,0.0472369774681073,4012,0.487505152180013
"900",4,0.45,0.69576900828,0.0236400570733289,0.0791166568719172,0,7012,0.231484606061788
"901",1,0.452,0.137279828072583,0.35095343484516,0.407516761315792,0.366950788242421,1388,0.922451472802888
"902",2,0.452,0.133939418910424,0.242432405737135,0.279977371217387,0.225549512447269,1341,0.757451486812974
"903",3,0.452,0.526309603566903,0.0690521047216875,0.147107168133122,0,5306,0.540690558746059
"904",4,0.452,0.552706341696735,0.0513769117470015,0.115194869387896,0,5540,0.362725087287206
"905",1,0.454,0.209294,0.180177626420458,0.226638523799318,0.156217597950846,2050,0.627834652652298
"906",2,0.454,0.339259424676151,0.126464350728814,0.190745627041951,0.0851686353528815,3370,0.510709185278677
"907",3,0.454,0.422569397781703,0.137812756533773,0.23785425704828,0.0549474762398436,4206,0.559716659592305
"908",4,0.454,0.524318069134985,0.0584806389595004,0.117952075351957,0,5042,0.423477449275466
"909",1,0.456,0.070224,0.305801094567731,0.329207766786232,0.295729072684827,711,0.784280802932276
"910",2,0.456,0.491948656183442,0.0682399102021271,0.13263345034427,0.00526500843202153,4855,0.489559649176646
"911",3,0.456,0.332199353771016,0.0917926368021352,0.13929079939626,0.0498630116993508,3410,0.415391014018789
"912",4,0.456,0.332972615379875,0.182365965416825,0.270331997356693,0.123561768920434,3254,0.644227691227394
"913",1,0.458,0.173274449902349,0.272245787832828,0.32698269016674,0.27097215127907,1674,0.809805889595723
"914",2,0.458,0.354697301230061,0.125227481631077,0.196004823338671,0.0745283913637255,3611,0.560589541209381
"915",3,0.458,0.724244654463369,0.0223148677183169,0.0794406113147628,0,7191,0.279020185784084
"916",4,0.458,0.558936883705573,0.0374294073316854,0.0841110277116526,0,5550,0.268519360212215
"917",1,0.46,0.0963718543249939,0.374287583905095,0.413760318267848,0.389379895272808,954,0.964062518677728
